AAA
1
1	2014	7	14	6	30	140	120	2.212
2	2014	7	15	5	30	140	120	2.212
3	2014	7	16	16	0	140	120	8.68
4	2014	7	17	6	0	140	120	2.212
5	2014	7	18	9	0	140	120	2.212
6	2014	7	21	5	30	140	120	2.212
7	2014	7	21	9	0	140	120	2.212
8	2014	7	25	5	0	140	120	2.212
9	2014	7	26	8	0	140	120	2.212
10	2014	7	27	21	0	140	120	2.212
11	2014	7	31	5	30	140	120	2.212
12	2014	7	31	17	0	140	120	5.446
13	2014	8	1	5	30	140	120	2.212
14	2014	8	3	5	30	140	120	2.212
15	2014	8	4	7	0	140	120	2.212
16	2014	8	5	14	0	140	120	8.68
17	2014	8	7	6	0	140	120	2.212
18	2014	8	10	9	30	140	120	2.212
19	2014	8	11	8	0	140	120	2.212
20	2014	8	13	5	30	140	120	2.212
21	2014	8	16	5	0	140	120	2.212
22	2014	8	17	6	30	140	120	2.212
23	2014	8	18	9	0	140	120	2.212
24	2014	8	19	20	30	140	120	2.212
25	2014	8	21	6	5	140	120	2.212
26	2014	8	24	5	35	140	120	2.212
27	2014	8	25	18	5	140	120	2.212
28	2014	8	27	5	35	140	120	2.212
29	2014	8	30	9	5	140	120	2.212
30	2014	8	30	11	5	140	120	5.7155
